algorithm,bundle,bundle_id,scale,seed,budget_multiplier,eval_budget,step_index,actual_evals,best_obj,current_obj,candidate_obj,reward,elapsed_seconds,wall_clock_capped,violation_count,feasible,action_destroy,action_repair,action_q,action_threshold,action_exploration,action_candidate_generator,action_search_control,requested_destroy,requested_repair,requested_q_ratio,requested_threshold_ratio,requested_exploration_ratio,requested_candidate_generator,requested_search_control,search_control_stop_requested,block_best_delta,block_current_delta,block_improved_best_count,block_improved_current_count,block_accepted_count,block_rejected_count,worker_python_executable,worker_python_version,worker_numpy_version,pilot17_best_obj,pilot17_actual_evals
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,5,20,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,23.113414300023578,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,1,4,6519.197108970301,6519.197108970301,6624.7089402270285,3.379899587763637,48.541324499994516,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,-49.55824875908911,-49.55824875908911,2,2,2,2,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,2,8,6519.197108970301,6519.197108970301,6519.197108970301,-0.27,56.05195959995035,0,0,1,0,1,3,0,3,1,0,random_customer_removal,regret2_insert_repair,0.3,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,3,8,6519.197108970301,6519.197108970301,6519.197108970301,0.23445417069421537,56.05754959990736,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,1,4,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,43.97473369992804,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,2,8,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,55.08951829990838,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,3,12,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,64.57350019994192,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,4,16,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,67.94965889991727,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,1,1,20,5,20,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,68.04036829993129,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,1,4,6519.197108970301,6519.197108970301,6624.7089402270285,3.379899587763637,44.59165169997141,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,-49.55824875908911,-49.55824875908911,2,2,2,2,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,2,8,6519.197108970301,6519.197108970301,6519.197108970301,-0.27,51.36937740002759,0,0,1,0,1,3,0,3,1,0,random_customer_removal,regret2_insert_repair,0.3,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,3,8,6519.197108970301,6519.197108970301,6519.197108970301,0.23445417069421537,51.37211009999737,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,1,4,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,44.28267580003012,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,2,8,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,57.84633169998415,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,3,12,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,61.65552909998223,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,4,16,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,61.71724350005388,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,2,1,20,5,20,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,69.22155390004627,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,1,4,6519.197108970301,6519.197108970301,6624.7089402270285,3.379899587763637,45.197364400024526,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,-49.55824875908911,-49.55824875908911,2,2,2,2,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,2,8,6519.197108970301,6519.197108970301,6519.197108970301,-0.27,52.29387599998154,0,0,1,0,1,3,0,3,1,0,random_customer_removal,regret2_insert_repair,0.3,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,3,8,6519.197108970301,6519.197108970301,6519.197108970301,0.23445417069421537,52.29660470003728,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,6519.197108970301,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,1,4,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,44.536512800026685,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,2,8,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,58.92917890008539,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,3,12,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,65.3289796001045,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,4,16,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,68.58878300001379,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,e2-threeshift-200c-03,200,3,1,20,5,20,6568.75535772939,6568.75535772939,6568.75535772939,-0.02,68.69451480009593,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
